STT,Mã hồ sơ,Nhóm trạng thái,Trạng thái chi tiết,Số bản ghi hiện tại,Kiểm chứng 10%,Bản ghi giữ lại (#1),Thời gian cập nhật
1868,H31.05.02.H31.09.2015.882,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:24:20
1869,H31.05.02.H31.09.2013-2014.881,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:24:34
1870,H31.05.02.H31.09.2013.880,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:24:48
1871,H31.05.02.H31.09.2013.879,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:25:02
1872,H31.05.02.H31.09.2014.874,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:25:17
1873,H31.05.02.H31.09.2014.873,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:25:31
1874,H31.05.02.H31.09.2014.872,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:25:45
1875,H31.05.02.H31.09.2014.871,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:25:58
1876,H31.05.02.H31.09.2014.870,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:26:12
1877,H31.05.02.H31.09.2014.866,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:26:26
1878,H31.05.02.H31.09.2014.863,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:26:40
1879,H31.05.02.H31.09.2013.862,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:26:54
1880,H31.05.02.H31.09.2013.861,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:27:09
1881,H31.05.02.H31.09.2008-2012.860,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Về việc thiết kế cơ sở công trình: Trung tâm y tế huyện Phù Cừ, hạng mục: nhà hành chính tổng hợp tại thị trấn Trần Cao; huyện Phù Cừ; tỉnh Hưng Yên",2026-09-21 13:14:22
1882,H31.05.02.H31.09.2008-2009.858,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:27:36
1883,H31.05.02.H31.09.2012.857,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Về việc báo cáo kinh tế kỹ thuật công trình: Nhà xưởng thực hành, san lấp ao Trung tâm giáo dục thường xuyên huyện Phù Cừ, tại xã Phan Sào Nam, huyện Phù Cừ, tỉnh Hưng Yên",2026-09-21 13:14:24
1884,H31.05.02.H31.09.2010.854,CẦN SCAN LẠI,Không tìm thấy hồ sơ (Không tìm thấy hồ sơ nào với mã này trên hệ thống Vinasynet),0,false,-,2026-09-21 13:14:28
1885,H31.05.02.H31.09.2010.853,CẦN SCAN LẠI,Không tìm thấy hồ sơ (Không tìm thấy hồ sơ nào với mã này trên hệ thống Vinasynet),0,false,-,2026-09-21 13:14:32
1886,H31.05.02.H31.09.2010.852,CẦN SCAN LẠI,Không tìm thấy hồ sơ (Không tìm thấy hồ sơ nào với mã này trên hệ thống Vinasynet),0,false,-,2026-09-21 13:14:35
1887,H31.05.02.H31.09.2010.851,CẦN SCAN LẠI,Không tìm thấy hồ sơ (Không tìm thấy hồ sơ nào với mã này trên hệ thống Vinasynet),0,false,-,2026-09-21 13:14:39
1888,H31.05.02.H31.09.2009.850,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Hồ sơ phương án đền bù cho 2 hộ, bồi thường tài sản để giải phóng mặt bằng quốc lộ 38B (dự án WB4) địa phận xã Đoàn Đào, huyện Phù Cừ, tỉnh Hưng Yên",2026-09-21 13:14:41
1889,H31.05.02.H31.09.2009.849,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:29:03
1890,H31.05.02.H31.09.2009.848,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:29:17
1891,H31.05.02.H31.09.2009.847,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Phương án đền bù cho 28 hộ kinh phí bồi thường, hỗ trợ đất để giải phóng mặt bằng thực hiện dự án mở rộng Quốc lộ 38B (WB4) tại xã Đoàn Đào, huyện Phù Cừ, tỉnh Hưng Yên.",2026-09-21 13:14:44
1892,H31.05.02.H31.09.2005-2008.846,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:29:45
1893,H31.05.02.H31.09.2009.836,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:29:59
1894,H31.05.02.H31.09.2008.834,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:30:13
1895,H31.05.02.H31.09.2007.833,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Về việc thẩm định bổ sung thiết kế bản vẽ thi công, dự toán công trình hạng mục: Móng cọc bê tông cốt thép nhà lớp học 3 tầng trường THCS Phù Cừ tại thị trấn Trần Cao, huyện Phù Cừ",2026-09-21 13:14:47
1896,H31.05.02.H31.09.2009.845,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:30:42
1897,H31.05.02.H31.09.2009.844,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:30:57
1898,H31.05.02.H31.09.2009.843,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:31:11
1899,H31.05.02.H31.09.2009.842,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:31:25
1900,H31.05.02.H31.09.2009.841,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:31:39
1901,H31.05.02.H31.09.2009.840,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Về phương án đền bù cho 30 hộ kinh phí bồi thường đất để GPMB thực hiện dự án mở rộng QL38B (WB4) tại xã Đoàn Đào, huyện Phù Cừ",2026-09-21 13:14:50
1902,H31.05.02.H31.09.2009.839,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:32:08
1903,H31.05.02.H31.09.2009.838,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:32:22
1904,H31.05.02.H31.09.2009.837,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:32:36
1905,H31.05.02.H31.09.2008.835,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:32:50
1906,H31.05.02.H31.09.2015.831,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:33:04
1907,H31.05.02.H31.09.2014.830,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:33:18
1908,H31.05.02.H31.09.2006.832,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:33:33
1909,H31.05.02.H31.09.2013.822,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:33:47
1910,H31.05.02.H31.09.2011.824,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:34:02
1911,H31.05.02.H31.09.2011.823,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:34:18
1912,H31.05.02.H31.09.2012.821,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:34:32
1913,H31.05.02.H31.09.2012.820,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:34:46
1914,H31.05.02.H31.09.2011-2012.819,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:35:00
1915,H31.05.02.H31.09.2012.818,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:35:14
1916,H31.05.02.H31.09.2012.817,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:35:29
1917,H31.05.02.H31.09.2012.816,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:35:43
1918,H31.05.02.H31.09.2012.815,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Về việc đề xuất cơ sở công trình ký túc xá sinh viên 5 tầng Trường Đại học Sư phạm Kỹ thuật Hưng Yên tại xã Nhân Hòa, huyện Mỹ Hào.",2026-09-21 13:14:55
1919,H31.05.02.H31.09.2011.814,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Về kết quả thẩm tra dự toán lập quy hoạch chi tiết tỷ lệ 1/500 Trường Đại học Sư phạm Kỹ thuật Hưng Yên cơ sở II xã Nhân Hòa, huyện Mỹ Hào, tỉnh Hưng Yên",2026-09-21 13:14:57
1920,H31.05.02.H31.09.2009.813,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:36:25
1921,H31.05.02.H31.09.2008.811,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:36:39
1922,H31.05.02.H31.09.2008.810,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:36:53
1923,H31.05.02.H31.09.2007-2008.809,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:37:08
1924,H31.05.02.H31.09.2012.732,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Hồ sơ cấp giấy phép xây dựng công trình Nhà máy chế biên nông sản thực phẩm tại thị trấn Lương Bằng, huyện Kim Động",2026-09-21 13:15:00
1925,H31.05.02.H31.09.2012.731,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:37:36
1926,H31.05.02.H31.09.2010-2011.730,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:37:50
1927,H31.05.02.H31.09.2010.729,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:38:04
1928,H31.05.02.H31.09.2010.728,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:38:18
1929,H31.05.02.H31.09.2011.727,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:38:32
1930,H31.05.02.H31.09.2009.726,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:38:40
1931,H31.05.02.H31.09.2011.724,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:38:55
1932,H31.05.02.H31.09.2011.723,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:39:09
1933,H31.05.02.H31.09.2011.722,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:39:23
1934,H31.05.02.H31.09.2010-2011.725,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:39:37
1935,H31.05.02.H31.09.2010.721,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:39:51
1936,H31.05.02.H31.09.2009.716,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:40:00
1937,H31.05.02.H31.09.2009.715,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:40:08
1938,H31.05.02.H31.09.2014.682,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:40:22
1939,H31.05.02.H31.09.2014.681,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:40:36
1940,H31.05.02.H31.09.2013-2014.680,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:40:50
1941,H31.05.02.H31.09.2009.638,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:40:58
1942,H31.05.02.H31.09.2008.634,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:41:12
1943,H31.05.02.H31.09.2009.635,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:41:20
1944,H31.05.02.H31.09.2008.636,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:41:35
1945,H31.05.02.H31.09.2007-2008.637,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:41:49
1946,H31.05.02.H31.09.2008.633,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:42:03
1947,H31.05.02.H31.09.2015.623,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Về việc thẩm định báo cáo kinh tế kỹ thuật công trình Nhà lớp học 2 tầng, 8 phòng, trường Trung học cơ sở Phù Ủng tại xã Phù Ủng, huyện Ân Thi",2026-09-21 13:15:06
1948,H31.05.02.H31.09.2015.622,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:42:32
1949,H31.05.02.H31.09.2015.621,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:42:46
1950,H31.05.02.H31.09.2014.616,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:43:01
1951,H31.05.02.H31.09.2014.615,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,Về việc thẩm tra thiết kế bản vẽ thi công - dự toán công trình nhà hiệu bộ trường tiểu học Phù Ủng tại xã Phù Ủng - huyện Ân Thi,2026-09-21 13:15:09
1952,H31.05.02.H31.09.2014.614,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:43:29
1953,H31.05.02.H31.09.2011.609,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:43:43
1954,H31.05.02.H31.09.2011.610,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:43:58
1955,H31.05.02.H31.09.2011.608,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:44:12
1956,H31.05.02.H31.09.2011.607,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:44:26
1957,H31.05.02.H31.09.2011.606,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:44:41
1958,H31.05.02.H31.09.2011.605,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:44:55
1959,H31.05.02.H31.09.2011.598,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Về việc tham gia ý kiến thẩm định nhiệm vụ thiết kế Công tình: Cải tạo, nâng cấp nhà làm việc khối đoàn thể huyện Ân Thi tại thị trấn Ân Thi.",2026-09-21 13:15:12
1960,H31.05.02.H31.09.2007-2010.597,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:45:23
1961,H31.05.02.H31.09.2010.590,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:45:37
1962,H31.05.02.H31.09.2010.588,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:45:52
1963,H31.05.02.H31.09.2010.587,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:46:06
1964,H31.05.02.H31.09.2010.586,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:46:20
1965,H31.05.02.H31.09.2010.585,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:46:34
1966,H31.05.02.H31.09.2010.584,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Về việc cấp giấy phép xây dựng công trình trạm BTS loại I cho  Trung tâm thông tin di động Vietnam Mobile - Chi nhánh Công ty Cổ phần viễn thông Hà Nội tại xã Hồng Quang, huyện Ân Thi",2026-09-21 13:15:16
1967,H31.05.02.H31.09.2010.589,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:47:03
1968,H31.05.02.H31.09.2008.575,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:47:11
1969,H31.05.02.H31.09.2008.574,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:47:19
1970,H31.05.02.H31.09.2005.569,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:47:34
1971,H31.05.02.H31.09.2008.573,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:47:48
1972,H31.05.02.H31.09.2008.572,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:48:02
1973,H31.05.02.H31.09.2008.571,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:48:16
1974,H31.05.02.H31.09.2008.570,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:48:30
1975,H31.05.02.H31.09.2005-2011.564,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:48:44
1976,H31.05.02.H31.09.2010-2011.563,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:48:58
1977,H31.05.02.H31.09.2011.551,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:49:12
1978,H31.05.02.H31.09.2013.1189,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:49:26
1979,H31.05.02.H31.09.2013.1188,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:49:40
1980,H31.05.02.H31.09.2011.1168,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:49:54
1981,H31.05.02.H31.09.2011.1163,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:50:09
1982,H31.05.02.H31.09.2011.1162,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:50:23
1983,H31.05.02.H31.09.2010.1138,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:50:37
1984,H31.05.02.H31.09.2010.1137,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:50:51
1985,H31.05.02.H31.09.2010.1136,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:51:06
1986,H31.05.02.H31.09.2015.1100,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:51:20
1987,H31.05.02.H31.09.2015.1099,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:51:34
1988,H31.05.02.H31.09.2014.1098,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:51:48
1989,H31.05.02.H31.09.2012.1093,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:52:03
1990,H31.05.02.H31.09.2014.1094,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:52:17
1991,H31.05.02.H31.09.2012.1090,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:52:31
1992,H31.05.02.H31.09.2012.1089,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:52:45
1993,H31.05.02.H31.09.2012.1086,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:53:00
1994,H31.05.02.H31.09.2009.1044,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:53:14
1995,H31.05.02.H31.09.2009.1043,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:53:28
1996,H31.05.02.H31.09.2009.1041,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:53:42
1997,H31.05.02.H31.09.2008-2009.1042,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:53:57
1998,H31.05.02.H31.09.2008.1040,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:54:11
1999,H31.05.02.H31.09.2008.1039,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:54:25
2000,H31.05.02.H31.09.2015.1038,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:54:40
2001,H31.05.02.H31.09.2007-2008.1037,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:54:54
2002,H31.05.02.H31.09.2006.1034,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:55:08
2003,H31.05.02.H31.09.2006.1033,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:55:23
2004,H31.05.02.H31.09.2006.1032,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:55:37
2005,H31.05.02.H31.09.2015.1021,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:55:51
2006,H31.05.02.H31.09.2012.1020,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:56:05
2007,H31.05.02.H31.09.2005-2011.1018,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:56:20
2008,H31.05.02.H31.09.2015.1011,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:56:34
2009,H31.05.02.H31.09.2008.1012,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:56:48
2010,H31.05.02.H31.09.2015.1008,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:57:03
2011,H31.05.02.H31.09.2015.1007,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:57:17
2012,H31.05.02.H31.09.2011.992,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:57:26
2013,H31.05.02.H31.09.2011.993,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:57:34
2014,H31.05.02.H31.09.2014.990,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Hồ sơ về việc thẩm tra thiết kế bản vẽ thi công công trình: Cải tạo nhà điều hành sản xuất điện lực Văn Giang tại thị trấn Văn Giang, huyện Văn Giang",2026-09-21 13:15:27
2015,H31.05.02.H31.09.2013.987,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:58:03
2016,H31.05.02.H31.09.2013.988,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:58:17
2017,H31.05.02.H31.09.2012.984,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:58:31
2018,H31.05.02.H31.09.2012.983,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:58:45
2019,H31.05.02.H31.09.2011.986,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:58:54
2020,H31.05.02.H31.09.2010.985,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:59:08
2021,H31.05.02.H31.09.2010.971,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:59:22
2022,H31.05.02.H31.09.2010.970,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:59:36
2023,H31.05.02.H31.09.2010-2011.972,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 18:59:51
2024,H31.05.02.H31.09.2010.965,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 19:00:05
2025,H31.05.02.H31.09.2009.963,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 19:00:19
2026,H31.05.02.H31.09.2009.964,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 19:00:33
2027,H31.05.02.H31.09.2008-2009.962,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 19:00:48
2028,H31.05.02.H31.09.2009.961,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 19:01:02
2029,H31.05.02.H31.09.2009.960,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 19:01:16
2030,H31.05.02.H31.09.2015.948,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 19:01:30
2031,H31.05.02.H31.09.2006.949,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 19:01:45
2032,H31.05.02.H31.09.2013.932,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 19:01:59
2033,H31.05.02.H31.09.2013.931,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 19:02:13
2034,H31.05.02.H31.09.2013.930,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 19:02:28
2035,H31.05.02.H31.09.2012.933,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 19:02:42
2036,H31.05.02.H31.09.2012.928,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 19:02:56
2037,H31.05.02.H31.09.2013.929,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 19:03:11
2038,H31.05.02.H31.09.2010.855,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 19:03:25
2039,H31.05.02.H31.09.2012.856,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 19:03:39
2040,H31.05.02.H31.09.2014.829,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 19:03:53
2041,H31.05.02.H31.09.2014.828,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 19:04:07
2042,H31.05.02.H31.09.2014.827,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 19:04:22
2043,H31.05.02.H31.09.2009.812,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 19:04:36
2044,H31.05.02.H31.09.2011.806,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 19:04:50
2045,H31.05.02.H31.09.2011.805,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 19:05:05
2046,H31.05.02.H31.09.2011.803,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 19:05:19
2047,H31.05.02.H31.09.2011.802,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 19:05:33
2048,H31.05.02.H31.09.2011.804,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 19:05:47
2049,H31.05.02.H31.09.2011.801,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Về việc cấp giấy phép xây dựng tạm BTS loại 2 tại xã Lạc Xá, huyện Mỹ Hào",2026-09-21 13:15:35
2050,H31.05.02.H31.09.2011.800,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 19:06:16
2051,H31.05.02.H31.09.2011.799,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 19:06:30
2052,H31.05.02.H31.09.2011.798,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 19:06:44
2053,H31.05.02.H31.09.2011.797,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 19:06:59
2054,H31.05.02.H31.09.2010.791,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 19:07:07
2055,H31.05.02.H31.09.2010.790,CẦN SCAN LẠI,Không tìm thấy hồ sơ (Không tìm thấy hồ sơ nào với mã này trên hệ thống Vinasynet),0,false,-,2026-09-21 13:15:40
2056,H31.05.02.H31.09.2010.789,CẦN SCAN LẠI,Không tìm thấy hồ sơ (Không tìm thấy hồ sơ nào với mã này trên hệ thống Vinasynet),0,false,-,2026-09-21 13:15:44
2057,H31.05.02.H31.09.2010.788,CẦN SCAN LẠI,Không tìm thấy hồ sơ (Không tìm thấy hồ sơ nào với mã này trên hệ thống Vinasynet),0,false,-,2026-09-21 13:15:48
2058,H31.05.02.H31.09.2009.785,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Về việc thẩm định dự toán Nhà máy sản xuất đồ gỗ, mỹ nghệ. Hạng mục: Tường rào đặc, nhà làm việc cấp 4 tại xã Nhân Hòa, huyện Mỹ Hào",2026-09-21 13:15:50
2059,H31.05.02.H31.09.2009.784,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 19:08:01
2060,H31.05.02.H31.09.2009.787,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 19:08:15
2061,H31.05.02.H31.09.2009.786,HOÀN THÀNH,Chưa xử lý,-,false,-,2026-09-19 19:08:29
